uniq_id,crawl_timestamp,job_title,company_name,post_date,job_type,inferred_salary_time_unit,salary_offered,job_board,geo,job_post_lang,valid_through,postdate_yyyymmdd,last_expiry_check_date,latest_expiry_check_date,duplicate_status,postdate_in_indexname_format,inferred_city,inferred_state,inferred_country,fitness_score,inferred_salary_from,inferred_salary_to,inferred_salary_currency,is_consumed_job,job_requirements,contact_email,test_contact_email,post_date_unix_time,postal_code
a63ce5cbb4704831ecfd21ee02cde3b5,2020-05-27 01:05:41 +0000,Amazon Order Picker/Packer - Full-time (overnight hours),Amazon Fulfillment,2020-05-26,Full-Time,/,"$35,713.00",careerbuilder,usa,en-us,2020-06-25,20200526,2020.05.27,2020-05-27,,2020.05.22,Woburn,Massachusetts,United states,10,,,,,,,,1590451200,81467
717a02198ca5b7ceb038b0ad1a93be5f,2020-05-21 02:00:16 +0000,CDL Hazmat Driver,Area Temps,2020-05-20,Full-Time,/,"$105,790.00",careerbuilder,usa,en-us,2020-06-19,20200520,2020.05.21,2020-05-21,,2020.05.11,Berea,Ohio,United states,10,,,,,,,,1589932800,17941
5e686967bb7d59ef2b39b6cd106b5bc0,2020-06-07 01:22:27 +0000,Call Center Representative - Remote,Staffmark,2020-06-06,,/hour,"$140,080.00",careerbuilder,usa,en-us,2020-07-05,20200606,2020.06.07,2020-06-07,,2020.06.01,Allen,Texas,United states,10,12.00,13.50,$,,,,,1591401600,06187
d2649423db8cc7176075544c5f1db3d0,2020-05-27 02:00:16 +0000,Eligibility Specialist,Automated Health Systems,2020-05-26,Part-Time,/,"$38,855.00",careerbuilder,usa,en-us,2020-06-25,20200526,2020.05.27,2020-05-27,,2020.05.22,West lafayette,Indiana,United states,10,,,,,,,,1590451200,63964
8aa22318f0e02a0b40f6e3f2b015336d,2020-04-30 02:33:26 +0000,Amazon Warehouse Operator (Immediate Openings) - Earn $15/hr or more,Amazon Fulfillment,2020-04-29,Full-Time,/,"$88,901.00",careerbuilder,usa,en-us,2020-05-28,20200429,2020.04.30,2020-04-30,,2020.04.22,Wellesley,Massachusetts,United states,10,,,,,,,,1588118400,55288
ac3fc40f44395190b651a3f9662b97f9,2020-06-10 01:36:39 +0000,ONLINE MEDICAL BILLING & CODING TRAINING - LEARN FROM HOME,My Medical Career,2020-06-09,Full-Time,/,"$131,866.00",careerbuilder,usa,en-us,2020-07-08,20200609,2020.06.10,2020-06-10,,2020.06.01,Asheville,North carolina,United states,10,,,,,,,,1591660800,25470
558fada314a0ca26b300166776872d28,2020-05-22 02:03:07 +0000,Amazon Shopper,Amazon Fulfillment,2020-05-21,Full-Time,/,"$44,068.00",careerbuilder,usa,en-us,2020-06-20,20200521,2020.05.22,2020-05-22,,2020.05.11,Watertown,Massachusetts,United states,10,,,,,,,,1590019200,04520
327a2c613817d632b2982c3ad0b86aa6,2020-05-09 01:27:14 +0000,PART-TIME CNA or HHA 2pm-10pm,Sunrise Senior Living,2020-05-08,Full-Time,/,"$100,199.00",careerbuilder,usa,en-us,2020-06-07,20200508,2020.05.09,2020-05-09,,2020.05.01,Morris plains,New jersey,United states,10,,,,,,,,1588896000,90564
af133a742ec5a0aacd21961ad945a9f2,2020-05-14 02:25:07 +0000,Chrysler - Security Officer,Securitas USA,2020-05-13,Full-Time/Part-Time,/,"$87,922.00",careerbuilder,usa,en-us,2020-06-12,20200513,2020.05.14,2020-05-14,,2020.05.11,Minneapolis,Minnesota,United states,10,,,,,,,,1589328000,44677
21f19abe66d88c6164cc9207b0b2a871,2020-05-29 01:17:09 +0000,OPERATIONS ASSISTANT MANAGER,Dollar Tree Stores,2020-05-27,Part-Time,/,"$102,290.00",careerbuilder,usa,en-us,2020-06-26,20200527,2020.05.29,2020-05-29,,2020.05.22,Woodstock,Georgia,United states,10,,,,,,,,1590537600,25472
996fffd7cec89e9a53ef43f1f4ae2f16,2020-06-19 01:35:25 +0000,Site Lead Security Officer,Securitas USA,2020-06-18,Full-Time,/hour,"$129,008.00",careerbuilder,usa,en-us,2020-07-17,20200618,2020.06.19,2020-06-19,,2020.06.11,Longmont,Colorado,United states,10,16.50,16.50,$,,,,,1592438400,61759
8af1105cbcc480092f790906986a7213,2020-06-16 01:51:51 +0000,Beverage Merchandiser,Keurig Dr Pepper,2020-06-15,Full-Time,/,"$95,764.00",careerbuilder,usa,en-us,2020-07-14,20200615,2020.06.16,2020-06-16,,2020.06.11,,Michigan,United states,10,,,,,,,,1592179200,06936
e7b18be244885036a26bfa11f5e975f9,2020-05-12 01:14:02 +0000,RN Cardiovascular ICU - WEO,CoxHealth,2020-05-11,Full-Time,/,"$76,647.00",careerbuilder,usa,en-us,2020-06-10,20200511,2020.05.12,2020-05-12,,2020.05.11,Springfield,Missouri,United states,10,,,,,,,,1589155200,33714
d56ec512872479a917be5e5b49d75ae4,2020-05-05 02:35:04 +0000,Amazon Order Picker,Amazon Fulfillment,2020-05-04,Full-Time,/,"$46,086.00",careerbuilder,usa,en-us,2020-06-03,20200504,2020.05.05,2020-05-05,,2020.05.01,Puyallup,Washington,United states,10,,,,,,,,1588550400,80801
3e9da9d925a345befbf8695dda88de69,2020-05-09 00:54:01 +0000,Healthcare Host-Hostess Manatee Memorial Hospital 500 Dollar Sign On Bonus,Sodexo Frontline,2020-05-08,Full-Time,/,"$79,497.00",careerbuilder,usa,en-us,2020-06-07,20200508,2020.05.09,2020-05-09,,2020.05.01,Bradenton,Florida,United states,10,,,,,,,,1588896000,52108
ef988dc082c40bf62fba94fc3f8592a5,2020-05-25 10:04:18 +0000,Sales Supervisor,Spencer's,2020-05-24,Full-Time,/,"$141,923.00",careerbuilder,usa,en-us,2020-06-23,20200524,2020.05.25,2020-05-25,,2020.05.22,Port charlotte,Florida,United states,10,,,,,,,,1590278400,48076
2c01c88b0a385239297c83a370d5db40,2020-05-19 01:00:50 +0000,Field Technician II,American Homes 4 Rent,2020-05-18,Full-Time,/,"$79,891.00",careerbuilder,usa,en-us,2020-06-17,20200518,2020.05.19,2020-05-19,,2020.05.11,Savannah,Georgia,United states,10,,,,,,,,1589760000,02653
df4bff31645b3dcc00f5b32fadf89b8d,2020-06-18 03:00:31 +0000,FT - Merchandising Service Associate,Lowe's Home Improvement,2020-06-17,Full-Time,/,"$140,698.00",careerbuilder,usa,en-us,2020-07-16,20200617,2020.06.18,2020-06-18,,2020.06.11,Gloucester,Virginia,United states,10,,,,,,,,1592352000,25946
4e08a35394f2fa515f56b28d553c5e27,2020-05-05 02:32:21 +0000,Entry Level CAREGiver,"Home Instead, Inc",2020-05-04,Full-Time/Part-Time,/,"$145,995.00",careerbuilder,usa,en-us,2020-05-03,20200504,2020.05.05,2020-05-05,,2020.05.01,Bellevue,Washington,United states,10,,,,,,,,1588550400,66741
b96cf590133c32b85292e3968710c438,2020-04-28 03:57:55 +0000,**Blythewood** FT LPN 7a-7p *Sign on Bonus*,PruittHealth,2020-04-27,Full-Time,/,"$112,534.00",careerbuilder,usa,en-us,2020-05-26,20200427,2020.04.28,2020-04-28,,2020.04.22,Columbia,South carolina,United states,10,,,,,,,,1587945600,45990
4234e1961bcab123d8ed15430a488099,2020-04-22 02:14:58 +0000,Junior Software Developer,Skillstorm,2020-04-21,Full-Time,/,"$95,810.00",careerbuilder,usa,en-us,2020-05-20,20200421,2020.04.22,2020-04-22,,2020.04.11,Chicago,Illinois,United states,10,,,,,,,,1587427200,85064
81302d03affdb1c063242b469237a2b2,2020-05-31 01:06:15 +0000,Full-Time Security Guard-$14/hr,Securitas USA,2020-05-30,Full-Time,/hour,"$129,795.00",careerbuilder,usa,en-us,2020-06-29,20200530,2020.05.31,2020-05-31,,2020.05.22,Skokie,Illinois,United states,10,14.00,14.00,$,,,,,1590796800,72404
60e9b007e47cf4dcc92a52867eed77f6,2020-06-07 01:14:55 +0000,Operator - Security Operations Center,G4S,2020-06-06,Full-Time,/hour,"$58,149.00",careerbuilder,usa,en-us,2020-07-05,20200606,2020.06.07,2020-06-07,,2020.06.01,San jose,California,United states,10,20.00,23.74,$,,,,,1591401600,22855
521ed5f3ed37401d24355b31e7826aea,2020-06-09 00:55:59 +0000,Warehouser (Immediate Openings) - Earn $15/hr or More,Amazon Fulfillment,2020-06-08,Full-Time,/,"$56,547.00",careerbuilder,usa,en-us,2020-07-07,20200608,2020.06.09,2020-06-09,,2020.06.01,Berea,Ohio,United states,10,,,,,,,,1591574400,29018
fb2aab0cf1ec7bd4906d4b1f66db416a,2020-06-04 01:45:38 +0000,Warehouse Associate,Carrier Enterprise,2020-06-03,Full-Time,/,"$141,922.00",careerbuilder,usa,en-us,2020-07-02,20200603,2020.06.04,2020-06-04,,2020.06.01,,Massachusetts,United states,10,,,,,,,,1591142400,35085
691037ecb713ea315df13ec8478579c3,2020-06-27 05:05:46 +0000,RN-Emergency Care Center,CHRISTUS Health,2020-06-26,Full-Time,/,"$88,656.00",careerbuilder,usa,en-us,2020-07-25,20200626,2020.06.27,2020-06-27,,2020.06.22,Tyler,Texas,United states,10,,,,,,,,1593129600,75413
535a408c4384a7b5fcb98a4398b53b34,2020-04-28 03:56:44 +0000,Occupational Therapy Assistant (COTA),Genesis Healthcare Corporation,2020-04-27,Per Diem,/,"$126,978.00",careerbuilder,usa,en-us,2020-05-26,20200427,2020.04.28,2020-04-28,,2020.04.22,Cheyenne,Wyoming,United states,10,,,,,,,,1587945600,45468
58a90a62e619bdd145895f096a64687e,2020-05-19 02:52:59 +0000,DoorDash Delivery Driver - No Experience Needed,Doordash,2020-05-18,Gig Work,/,"$146,736.00",careerbuilder,usa,en-us,2020-06-17,20200518,2020.05.19,2020-05-19,,2020.05.11,Fairmont,West virginia,United states,10,,,,,,,,1589760000,72577
2ae64199cf3a3ed20d702f76824c0bf0,2020-05-23 01:24:39 +0000,Help Desk Support Specialist,Healthcare Support,2020-05-22,Contractor,/,"$54,259.00",careerbuilder,usa,en-us,2020-06-21,20200522,2020.05.23,2020-05-23,,2020.05.22,Albuquerque,New mexico,United states,10,,,,,,,,1590105600,59175
85afb9290a9b4ed1975e185ca62640fa,2020-04-06 01:20:22 +0000,Amazon Warehouse Team Member -Earn $17.00/hr,Amazon Fulfillment,2020-04-05,Full-Time,/,"$84,769.00",careerbuilder,usa,en-us,2020-05-04,20200405,2020.04.06,2020-04-06,,2020.04.01,Queens,New york,United states,10,,,,,,,,1586044800,42605
7318f8181fe5ccc3c79ece728b4050d0,2020-06-05 01:58:23 +0000,Amazon Picker/Packer - Part Time,Amazon Fulfillment,2020-06-04,Part-Time,/,"$82,423.00",careerbuilder,usa,en-us,2020-07-03,20200604,2020.06.05,2020-06-05,,2020.06.01,Cincinnati,Ohio,United states,10,,,,,,,,1591228800,92865
53dc3296e473dd05e64d381ebef6bb87,2020-06-24 03:09:35 +0000,Store Hourly,Advance Auto Parts,2020-06-23,Full-Time,/,"$146,054.00",careerbuilder,usa,en-us,2020-07-22,20200623,2020.06.24,2020-06-24,,2020.06.22,Montoursville,Pennsylvania,United states,10,,,,,,,,1592870400,24028
ac2882b474ebcf7761f05fc1597c4e1a,2020-05-16 01:02:26 +0000,Registered Nurse,Northside Hospital,2020-05-14,Full-Time,/,"$146,799.00",careerbuilder,usa,en-us,2020-06-13,20200514,2020.05.16,2020-05-16,,2020.05.11,Canton,Georgia,United states,10,,,,,,,,1589414400,21768
b12bc7254eafb592e0574a8d4e9b8c45,2020-06-12 02:14:18 +0000,Warehouse Team Member (Seasonal/ Part-Time/ Full-Time/ Flexible Hours),Amazon Fulfillment,2020-06-11,Part-Time,/,"$84,467.00",careerbuilder,usa,en-us,2020-07-10,20200611,2020.06.12,2020-06-12,,2020.06.11,Eatontown,New jersey,United states,10,,,,,,,,1591833600,62001
3b5e5b99c42328b3935a6f23c8a6d44a,2020-05-07 02:16:30 +0000,Package Handler- Switcher PT,FedEx Ground,2020-05-06,Full-Time/Part-Time,/,"$117,911.00",careerbuilder,usa,en-us,2020-06-05,20200506,2020.05.07,2020-05-07,,2020.05.01,Independence,Kentucky,United states,10,,,,,,,,1588723200,22574
0abe3230759b55294c82ae00fac986a2,2020-06-24 02:01:52 +0000,Bindery- 1st shift,Nesco Resource,2020-06-23,Full-Time,/hour,"$64,536.00",careerbuilder,usa,en-us,2020-07-22,20200623,2020.06.24,2020-06-24,,2020.06.22,Lebanon junction,Kentucky,United states,10,11.75,11.75,$,,,,,1592870400,24797
9efe4348f639b257e0fc8f89642741cb,2020-06-17 02:14:54 +0000,Automotive Field Rep - El Paso TX,KAR Global,2020-06-16,Full-Time,/,"$46,476.00",careerbuilder,usa,en-us,2020-07-15,20200616,2020.06.17,2020-06-17,,2020.06.11,El paso,Texas,United states,10,,,,,,,,1592265600,57920
461d87c4069047ebc8484b03435aa282,2020-04-06 01:07:09 +0000,"AVP, Market Development Officer",Technology Credit Union,2020-04-05,Full-Time,/,"$103,380.00",careerbuilder,usa,en-us,2020-05-04,20200405,2020.04.06,2020-04-06,,2020.04.01,Los angeles,California,United states,10,,,,,,,,1586044800,70334
6f7f5b1dfb74062a58fbb78dbdff4301,2020-05-07 01:36:15 +0000,Retail Zone Specialist-9967,Premium Retail Services,2020-05-06,Part-Time,/,"$130,427.00",careerbuilder,usa,en-us,2020-06-05,20200506,2020.05.07,2020-05-07,,2020.05.01,,Connecticut,United states,10,,,,,,,,1588723200,35804
410e5a001160e32ca91b15a2cc135e89,2020-06-27 04:17:50 +0000,Shift Manager,Checkers & Rally's Drive-In Restaraunts,2020-06-26,Full-Time,/,"$143,321.00",careerbuilder,usa,en-us,2020-07-25,20200626,2020.06.27,2020-06-27,,2020.06.22,Suffolk,Virginia,United states,10,,,,,,,,1593129600,82850
53ffa244a6a55af83dee526ff9a59ae6,2020-05-09 01:07:48 +0000,Retail Merchandiser,Driveline Retail,2020-05-08,Part-Time,/hour,"$84,128.00",careerbuilder,usa,en-us,2020-06-07,20200508,2020.05.09,2020-05-09,,2020.05.01,Prattville,Alabama,United states,10,9.50,16.00,$,,,,,1588896000,90191
82912b6baa7dc6ee1f30a02180f4a00f,2020-05-27 01:57:50 +0000,IT Project Manager,Experis,2020-05-26,,/,"$43,222.00",careerbuilder,usa,en-us,2020-06-25,20200526,2020.05.27,2020-05-27,,2020.05.22,Lone tree,Colorado,United states,10,,,,,,,,1590451200,65068
c1a567a3cd00b82e7cb14c373208b29f,2020-05-05 01:40:40 +0000,"Network Engineer, Senior",Booz Allen Hamilton Inc.,2020-05-04,Full-Time,/,"$57,494.00",careerbuilder,usa,en-us,2020-06-03,20200504,2020.05.05,2020-05-05,,2020.05.01,Mclean,Virginia,United states,10,,,,,,,,1588550400,10220
cd26f56426f9771ced9497fb4d204d97,2020-05-14 02:17:11 +0000,Automotive Sales & Leasing Consultant HKC,Huffines Auto Dealerships,2020-05-13,Full-Time,/,"$138,352.00",careerbuilder,usa,en-us,2020-06-12,20200513,2020.05.14,2020-05-14,,2020.05.11,Corinth,Texas,United states,10,,,,,,,,1589328000,67002
4d213497c97b8034250afe005d1226a3,2020-06-13 01:45:40 +0000,"Head Clerk - 1515 Sloat Blvd., San Francisco, CA 94132",Copy Of The Save Mart Companies,2020-06-12,Full-Time,/,"$99,087.00",careerbuilder,usa,en-us,2020-07-11,20200612,2020.06.13,2020-06-13,,2020.06.11,San francisco,California,United states,10,,,,,,,,1591920000,11441
27b13962369d5198efc54602652bbe11,2020-06-17 02:19:18 +0000,Food Service Supervisor - Milwaukee County,Aramark,2020-06-16,Full-Time,/,"$66,325.00",careerbuilder,usa,en-us,2020-07-15,20200616,2020.06.17,2020-06-17,,2020.06.11,Franklin,Wisconsin,United states,10,,,,,,,,1592265600,42685
df2a80e26488095721b9c28f55926bdc,2020-04-29 02:11:58 +0000,Flex Officer - SUSA,Securitas USA,2020-04-28,Full-Time/Part-Time,/,"$85,662.00",careerbuilder,usa,en-us,2020-05-27,20200428,2020.04.29,2020-04-29,,2020.04.22,Augusta,Maine,United states,10,,,,,,,,1588032000,73694
5a4bfe6eb4c7e0498073ce9adc990fff,2020-04-18 01:19:17 +0000,Facilities Coordinator,Sodexo Frontline,2020-04-17,Full-Time,/,"$140,096.00",careerbuilder,usa,en-us,2020-05-16,20200417,2020.04.18,2020-04-18,,2020.04.11,Framingham,Massachusetts,United states,10,,,,,,,,1587081600,94090
79ed8635b17893e9de8ee5c7758cdc32,2020-05-16 01:40:03 +0000,To Go Specialist,Olive Garden,2020-05-15,Full-Time/Part-Time,/,"$138,968.00",careerbuilder,usa,en-us,2020-06-14,20200515,2020.05.16,2020-05-16,,2020.05.11,Richmond,Kentucky,United states,10,,,,,,,,1589500800,68214
a35ffda19f75c83f725e818cdab4c54f,2020-05-22 02:14:16 +0000,Amazon Order Picker,Amazon Fulfillment,2020-05-21,Full-Time,/,"$59,871.00",careerbuilder,usa,en-us,2020-06-20,20200521,2020.05.22,2020-05-22,,2020.05.11,Denver,Colorado,United states,10,,,,,,,,1590019200,77511
ba2cbc735f7d15c9304ed5500043baf3,2020-04-04 01:39:01 +0000,Home Care Aide – New Pay Rate,Help At Home,2020-04-03,Full-Time,/,"$133,636.00",careerbuilder,usa,en-us,2020-05-02,20200403,2020.04.04,2020-04-04,,2020.04.01,Wheeling,Illinois,United states,10,,,,,,,,1585872000,25204
5fb812807056f34e95ca32bcec5bb1aa,2020-05-15 01:03:39 +0000,Certified Nursing Assistant,PRIDE Health,2020-05-14,Contractor,/0,"$79,896.00",careerbuilder,usa,en-us,2020-06-13,20200514,2020.05.15,2020-05-15,,2020.05.11,Burnsville,Minnesota,United states,10,0,0,,,,,,1589414400,29085
477b36c4b96e60226a4b3ffc177cf668,2020-04-30 02:45:48 +0000,Warehouse Laborer (Immediately Hiring) - Earn $15/hr or more in Lenexa- KS,Amazon Fulfillment,2020-04-29,Full-Time,/,"$110,353.00",careerbuilder,usa,en-us,2020-05-28,20200429,2020.04.30,2020-04-30,,2020.04.22,,Kansas,United states,10,,,,,,,,1588118400,15727
83415ffcaedd78e29fcf09909e5c92d8,2020-04-30 02:30:49 +0000,Maintenance Technician,ALPLA Group,2020-04-29,Full-Time,/,"$33,796.00",careerbuilder,usa,en-us,2020-05-28,20200429,2020.04.30,2020-04-30,,2020.04.22,Bowling green,Kentucky,United states,10,,,,,,,,1588118400,91391
b418ce07331d46cc02b0b81ad902782a,2020-05-14 01:54:34 +0000,FT - Sales Specialist Cabinets - Day,Lowe's Home Improvement,2020-05-13,Full-Time,/,"$117,634.00",careerbuilder,usa,en-us,2020-06-12,20200513,2020.05.14,2020-05-14,,2020.05.11,San antonio,Texas,United states,10,,,,,,,,1589328000,83509
9b0e0f0f24f59fc08aa061e909d9e0e6,2020-06-09 00:56:31 +0000,"1st, 2nd, & 3rd Shift Assembler",Rev-A-Shelf,2020-06-08,Full-Time,/hour,"$103,688.00",careerbuilder,usa,en-us,2020-07-07,20200608,2020.06.09,2020-06-09,,2020.06.01,Louisville,Kentucky,United states,10,11.25,11.50,$,,,,,1591574400,02880
66139ff4c52092b818aed62494189f70,2020-04-06 01:32:13 +0000,Inventory Control Clerk I #70-19 (S.L. /1st Shift),Cambro,2020-04-05,Full-Time,/,"$69,256.00",careerbuilder,usa,en-us,2020-05-04,20200405,2020.04.06,2020-04-06,,2020.04.01,Huntington beach,California,United states,10,,,,,,,,1586044800,86395
782cfcaff9dd06de1ea470d96049d427,2020-06-10 01:24:52 +0000,ONLINE MEDICAL BILLING & CODING TRAINING - LEARN FROM HOME,My Medical Career,2020-06-09,Full-Time,/,"$73,021.00",careerbuilder,usa,en-us,2020-07-08,20200609,2020.06.10,2020-06-10,,2020.06.01,Batavia,Illinois,United states,10,,,,,,,,1591660800,89402
df74089654467bd0609f486e19547095,2020-05-20 01:03:44 +0000,PT Laborer- Kahoka,MFA Incorporated,2020-05-19,Part-Time,/,"$130,728.00",careerbuilder,usa,en-us,2020-06-18,20200519,2020.05.20,2020-05-20,,2020.05.11,Kahoka,Missouri,United states,10,,,,,,,,1589846400,62020
1f17a35745f357d66aacdb647b8c045e,2020-05-09 01:17:32 +0000,Warehouse Operator (Full-Time),Amazon Fulfillment,2020-05-08,Full-Time,/,"$103,811.00",careerbuilder,usa,en-us,2020-06-07,20200508,2020.05.09,2020-05-09,,2020.05.01,Boston,Massachusetts,United states,10,,,,,,,,1588896000,78046
d0062614305931b274bf7b0f16c9af98,2020-05-06 02:38:16 +0000,Warehouse Handler - Immediate Opening,Amazon Fulfillment,2020-05-05,Full-Time,/,"$87,605.00",careerbuilder,usa,en-us,2020-06-04,20200505,2020.05.06,2020-05-06,,2020.05.01,Bonney lake,Washington,United states,10,,,,,,,,1588636800,20540
82c2ef078621bf94148d82b7324bdc8f,2020-05-07 02:16:35 +0000,FT - Merchandising Service Associate - Overnight,Lowe's Home Improvement,2020-05-06,Full-Time,/,"$50,602.00",careerbuilder,usa,en-us,2020-06-05,20200506,2020.05.07,2020-05-07,,2020.05.01,Plant city,Florida,United states,10,,,,,,,,1588723200,68097
